No.1	 Depth:1	Wikipedia -> Sexual_content
No.33566	 Depth:2	Smart_phone -> Onscreen_icon
No.33567	 Depth:2	Smart_phone -> Mobile_radio_telephone
No.33568	 Depth:1	Wikipedia -> NBC_News
No.33569	 Depth:2	NBC_News -> Now_with_Tom_Brokaw_and_Katie_Couric
No.33570	 Depth:2	NBC_News -> Pauline_Frederick_(journalist)
No.33571	 Depth:2	NBC_News -> Cable_television
No.33572	 Depth:2	NBC_News -> Nicaragua
No.33573	 Depth:2	NBC_News -> ESPNews
No.33574	 Depth:2	NBC_News -> KTDO
No.33575	 Depth:2	NBC_News -> The_Tonight_Show
No.33576	 Depth:2	NBC_News -> Shooting_of_Trayvon_Martin
No.33577	 Depth:2	NBC_News -> Project_Apollo
No.33578	 Depth:2	NBC_News -> Frances_Rivera
No.33579	 Depth:2	NBC_News -> CNBC
No.33580	 Depth:2	NBC_News -> Access_Hollywood
No.33581	 Depth:2	NBC_News -> Brian_Stelter
No.33582	 Depth:2	NBC_News -> Peter_Greenberg
No.33583	 Depth:2	NBC_News -> John_Williams
No.33584	 Depth:2	NBC_News -> Universal_Television
No.33585	 Depth:2	NBC_News -> Big_Idea_Entertainment
No.33586	 Depth:2	NBC_News -> Steve_Handelsman
No.33587	 Depth:2	NBC_News -> Al_Jazeera_America
No.33588	 Depth:2	NBC_News -> ZGS_Communications
No.33589	 Depth:2	NBC_News -> Bonnie_Hammer
No.33590	 Depth:2	NBC_News -> Rehema_Ellis
No.33591	 Depth:2	NBC_News -> Bravo_(New_Zealand)
No.33592	 Depth:2	NBC_News -> 30_Rockefeller_Center
No.33593	 Depth:2	NBC_News -> Keith_Morrison
No.33594	 Depth:2	NBC_News -> Lowell_Thomas
No.33595	 Depth:2	NBC_News -> Chip_Reid
No.33596	 Depth:2	NBC_News -> East_Coast_of_the_United_States
No.33597	 Depth:2	NBC_News -> E!_(Australia)
No.33598	 Depth:2	NBC_News -> Noah_Oppenheim
No.33599	 Depth:2	NBC_News -> Dylan_Dreyer
No.33600	 Depth:2	NBC_News -> Henry_Champ
No.33601	 Depth:2	NBC_News -> MSNBC
No.33602	 Depth:2	NBC_News -> Dick_Ebersol
No.33603	 Depth:2	NBC_News -> WeatherNation_TV
No.33604	 Depth:2	NBC_News -> Universal_Kids
No.33605	 Depth:2	NBC_News -> I24NEWS_(United_States)
No.33606	 Depth:2	NBC_News -> Fox_Business_Network
No.33607	 Depth:2	NBC_News -> UPI_Newstime
No.33608	 Depth:2	NBC_News -> Morgan_Radford
No.33609	 Depth:2	NBC_News -> Universal_Studios_Hollywood
No.33610	 Depth:2	NBC_News -> Lester_Holt
No.33611	 Depth:2	NBC_News -> Syfy_(Australia)
No.33612	 Depth:2	NBC_News -> Chet_Huntley
No.33613	 Depth:2	NBC_News -> Kelly_O%27Donnell
No.33614	 Depth:2	NBC_News -> Kerry_Sanders
No.33615	 Depth:2	NBC_News -> Voice_of_America
No.33616	 Depth:2	NBC_News -> Carson_Daly
No.33617	 Depth:2	NBC_News -> Broadband
No.33618	 Depth:2	NBC_News -> New_England_Cable_News
No.33619	 Depth:2	NBC_News -> CNBC_Asia
No.33620	 Depth:2	NBC_News -> NBC_News_Overnight
No.33621	 Depth:2	NBC_News -> SportsNet_New_York
No.33622	 Depth:2	NBC_News -> Telemundo_of_Puerto_Rico_Studios
No.33623	 Depth:2	NBC_News -> RCA
No.33624	 Depth:2	NBC_News -> Bravo_(U.S._TV_network)
No.33625	 Depth:2	NBC_News -> Civil_rights_movement
No.33626	 Depth:2	NBC_News -> Castle_Films
No.33627	 Depth:2	NBC_News -> Jack_Lescoulie
No.33628	 Depth:2	NBC_News -> TVB_Pearl
No.33629	 Depth:2	NBC_News -> Michelle_Kosinski
No.33630	 Depth:2	NBC_News -> Scott_Simon
No.33631	 Depth:2	NBC_News -> Betty_Rollin
No.33632	 Depth:2	NBC_News -> Squawk_on_the_Street
No.33633	 Depth:2	NBC_News -> Gwen_Ifill
No.33634	 Depth:2	NBC_News -> List_of_NBC_television_affiliates_(table)
No.33635	 Depth:2	NBC_News -> David_Bloom
No.33636	 Depth:2	NBC_News -> Chuck_Scarborough
No.33637	 Depth:2	NBC_News -> Lem_Tucker
No.33638	 Depth:2	NBC_News -> Satellite_News_Channel
No.33639	 Depth:2	NBC_News -> Shia
No.33640	 Depth:2	NBC_News -> NBC_Sports_Northwest
No.33641	 Depth:2	NBC_News -> Bob_Dotson
No.33642	 Depth:2	NBC_News -> Ronald_Meyer
No.33643	 Depth:2	NBC_News -> Rosey_Edeh
No.33644	 Depth:2	NBC_News -> Kabul
No.33645	 Depth:2	NBC_News -> America%27s_Talking
No.33646	 Depth:2	NBC_News -> Stephanie_Gosk
No.33647	 Depth:2	NBC_News -> Ted_Harbert
No.33648	 Depth:2	NBC_News -> David_Halberstam
No.33649	 Depth:2	NBC_News -> Andrew_Lack_(executive)
No.33650	 Depth:2	NBC_News -> Soledad_O%27Brien
No.33651	 Depth:2	NBC_News -> Bob_Kur
No.33652	 Depth:2	NBC_News -> AM_Joy
No.33653	 Depth:2	NBC_News -> Fandango_(company)
No.33654	 Depth:2	NBC_News -> CEO
No.33655	 Depth:2	NBC_News -> Miguel_Almaguer
No.33656	 Depth:2	NBC_News -> The_Tonight_Show_with_Jay_Leno
No.33657	 Depth:2	NBC_News -> DreamWorks_Channel
No.33658	 Depth:2	NBC_News -> CNN_International
No.33659	 Depth:2	NBC_News -> Westwood_One
No.33660	 Depth:2	NBC_News -> Hong_Kong
No.33661	 Depth:2	NBC_News -> Dan_Abrams
No.33662	 Depth:2	NBC_News -> Bryant_Gumbel
No.33663	 Depth:2	NBC_News -> Weatherscan
No.33664	 Depth:2	NBC_News -> Universal_Channel_(Australia)
No.33665	 Depth:2	NBC_News -> KDEN-TV
No.33666	 Depth:2	NBC_News -> Kate_Snow
No.33667	 Depth:2	NBC_News -> Univision
No.33668	 Depth:2	NBC_News -> KNSO
No.33669	 Depth:2	NBC_News -> Meredith_Vieira
No.33670	 Depth:2	NBC_News -> CNN_Sports_Illustrated
No.33671	 Depth:2	NBC_News -> WRIW-CD
No.33672	 Depth:2	NBC_News -> NBC_Radio_City_Studios
No.33673	 Depth:2	NBC_News -> Nancy_Dickerson
No.33674	 Depth:2	NBC_News -> Lloyd_Dobyns
No.33675	 Depth:2	NBC_News -> The_Fifties_(book)
No.33676	 Depth:2	NBC_News -> Tokyo
No.33677	 Depth:2	NBC_News -> Fox_News_Channel
No.33678	 Depth:2	NBC_News -> Nikkei_CNBC
No.33679	 Depth:2	NBC_News -> Arthur_Kent
No.33680	 Depth:2	NBC_News -> National_Broadcasting_Company
No.33681	 Depth:2	NBC_News -> Focus_Features
No.33682	 Depth:2	NBC_News -> Bill_Karins
No.33683	 Depth:2	NBC_News -> PolyGram_Filmed_Entertainment
No.33684	 Depth:2	NBC_News -> Tony_Guida
No.33685	 Depth:2	NBC_News -> Weather_Services_International
No.33686	 Depth:2	NBC_News -> Christina_Brown
No.33687	 Depth:2	NBC_News -> Roy_Neal
No.33688	 Depth:2	NBC_News -> Judy_Woodruff
No.33689	 Depth:2	NBC_News -> Gramercy_Pictures
No.33690	 Depth:2	NBC_News -> Frank_McGee_(journalist)
No.33691	 Depth:2	NBC_News -> The_Chris_Matthews_Show
No.33692	 Depth:2	NBC_News -> ABC_News_Radio
No.33693	 Depth:2	NBC_News -> Fox_News_Radio
No.33694	 Depth:2	NBC_News -> MLB_Network
No.33695	 Depth:2	NBC_News -> The_Hollywood_Reporter
No.33696	 Depth:2	NBC_News -> Today_with_Kathie_Lee_and_Hoda
No.33697	 Depth:2	NBC_News -> HLN_(TV_network)
No.33698	 Depth:2	NBC_News -> AJ%2B
No.33699	 Depth:2	NBC_News -> RT_America
No.33700	 Depth:2	NBC_News -> Robert_Bazell
No.33701	 Depth:2	NBC_News -> Lawrence_E._Spivak
No.33702	 Depth:2	NBC_News -> Martin_Bashir_(TV_program)
No.33703	 Depth:2	NBC_News -> Joe_Fryer
No.33704	 Depth:2	NBC_News -> NBCUniversal_Archives
No.33705	 Depth:2	NBC_News -> Inside_Edition
No.33706	 Depth:2	NBC_News -> Saturday_Night_Live
No.33707	 Depth:2	NBC_News -> Television_news_in_the_United_States
No.33708	 Depth:2	NBC_News -> Goddard_Spaceflight_Center
No.33709	 Depth:2	NBC_News -> The_Weather_Channel
No.33710	 Depth:2	NBC_News -> Universal_Playback
No.33711	 Depth:2	NBC_News -> G4_(U.S._TV_channel)
No.33712	 Depth:2	NBC_News -> Mikhail_Gorbachev
No.33713	 Depth:2	NBC_News -> Kitty_Films
No.33714	 Depth:2	NBC_News -> Noticias_Telemundo
No.33715	 Depth:2	NBC_News -> List_of_assets_owned_by_Comcast
No.33716	 Depth:2	NBC_News -> Lawrence_O%27Donnell
No.33717	 Depth:2	NBC_News -> BuzzFeed_News
No.33718	 Depth:2	NBC_News -> Julian_Goodman
No.33719	 Depth:2	NBC_News -> Peter_Hackes
No.33720	 Depth:2	NBC_News -> Jim_Miklaszewski
No.33721	 Depth:2	NBC_News -> FilmDistrict
No.33722	 Depth:2	NBC_News -> Savannah_Guthrie
No.33723	 Depth:2	NBC_News -> NBC_Sports_Boston
No.33724	 Depth:2	NBC_News -> KXTX-TV
No.33725	 Depth:2	NBC_News -> MCA_Inc.
No.33726	 Depth:2	NBC_News -> Nielsen_ratings
No.33727	 Depth:2	NBC_News -> Universal_Channel_(Turkey)
No.33728	 Depth:2	NBC_News -> Neal_Shapiro
No.33729	 Depth:2	NBC_News -> New_York_(state)
No.33730	 Depth:2	NBC_News -> Keith_Miller_(journalist)
No.33731	 Depth:2	NBC_News -> London
No.33732	 Depth:2	NBC_News -> Martin_Bashir
No.33733	 Depth:2	NBC_News -> Ali_Velshi
No.33734	 Depth:2	NBC_News -> KBLR_(TV)
No.33735	 Depth:2	NBC_News -> Richard_Lui
No.33736	 Depth:2	NBC_News -> Jaag_TV
No.33737	 Depth:2	NBC_News -> Claire_Shipman
No.33738	 Depth:2	NBC_News -> William_Manchester
No.33739	 Depth:2	NBC_News -> CNBC_Awaaz
No.33740	 Depth:2	NBC_News -> Harvey_Weinstein
No.33741	 Depth:2	NBC_News -> David_Gregory_(journalist)
No.33742	 Depth:2	NBC_News -> Universal_Channel_(Japan)
No.33743	 Depth:2	NBC_News -> Jodi_Applegate
No.33744	 Depth:2	NBC_News -> PictureBox_Films
No.33745	 Depth:2	NBC_News -> Bill_Neely
No.33746	 Depth:2	NBC_News -> Chiller_(TV_channel)
No.33747	 Depth:2	NBC_News -> Richard_Harkness
No.33748	 Depth:2	NBC_News -> Universal_City,_California
No.33749	 Depth:2	NBC_News -> Chris_Hansen
No.33750	 Depth:2	NBC_News -> MSNBC_Live
No.33751	 Depth:2	NBC_News -> Hayu_(subscription_service)
No.33752	 Depth:2	NBC_News -> 13th_Street_Universal
No.33753	 Depth:2	NBC_News -> Local_Now
No.33754	 Depth:2	NBC_News -> Interscope_Communications
No.33755	 Depth:2	NBC_News -> Fredricka_Whitfield
No.33756	 Depth:2	NBC_News -> KPIX
No.33757	 Depth:2	NBC_News -> MENA
No.33758	 Depth:2	NBC_News -> New_York_Daily_News
No.33759	 Depth:2	NBC_News -> Los_Angeles
No.33760	 Depth:2	NBC_News -> Norah_O%27Donnell
No.33761	 Depth:2	NBC_News -> Sci_Fi_Universal_(Romania)
No.33762	 Depth:2	NBC_News -> Paul_Duke
No.33763	 Depth:2	NBC_News -> Reuters
No.33764	 Depth:2	NBC_News -> Hulu
No.33765	 Depth:2	NBC_News -> CBS_Radio_News
No.33766	 Depth:2	NBC_News -> Veronica_De_La_Cruz
No.33767	 Depth:2	NBC_News -> Westwood_One_(1976%E2%80%932011)
No.33768	 Depth:2	NBC_News -> Lilia_Luciano
No.33769	 Depth:2	NBC_News -> Cape_Town
No.33770	 Depth:2	NBC_News -> NHL_Network_(U.S._TV_network)
No.33771	 Depth:2	NBC_News -> NBC_Nightly_News
No.33772	 Depth:2	NBC_News -> NBC_News_Radio
No.33773	 Depth:2	NBC_News -> KXAS-TV
No.33774	 Depth:2	NBC_News -> Lee_Harvey_Oswald
No.33775	 Depth:2	NBC_News -> Later_Today
No.33776	 Depth:2	NBC_News -> Philadelphia
No.33777	 Depth:2	NBC_News -> The_11th_Hour_(news_program)
No.33778	 Depth:2	NBC_News -> Deborah_Turness
No.33779	 Depth:2	NBC_News -> Yahoo!_News
No.33780	 Depth:2	NBC_News -> Calle_13_(TV_channel)
No.33781	 Depth:2	NBC_News -> Denver
No.33782	 Depth:2	NBC_News -> Kevin_Corke
No.33783	 Depth:2	NBC_News -> West_Coast_of_the_United_States
No.33784	 Depth:2	NBC_News -> Schenectady,_New_York
No.33785	 Depth:2	NBC_News -> ABC_News_Now
No.33786	 Depth:2	NBC_News -> Politico
No.33787	 Depth:2	NBC_News -> NBC_Sports_Bay_Area
No.33788	 Depth:2	NBC_News -> NBC_News_at_Sunrise
No.33789	 Depth:2	NBC_News -> Sean_McLaughlin_(meteorologist)
No.33790	 Depth:2	NBC_News -> David_Brinkley
No.33791	 Depth:2	NBC_News -> PBS_NewsHour
No.33792	 Depth:2	NBC_News -> Financial_crisis_of_2007%E2%80%932010
No.33793	 Depth:2	NBC_News -> WWDT-CD
No.33794	 Depth:2	NBC_News -> CIC_Video
No.33795	 Depth:2	NBC_News -> Stephanie_Ruhle
No.33796	 Depth:2	NBC_News -> Washington,_D.C.
No.33797	 Depth:2	NBC_News -> Joe_Witte
No.33798	 Depth:2	NBC_News -> The_Baltimore_Sun
No.33799	 Depth:2	NBC_News -> The_Washington_Times
No.33800	 Depth:2	NBC_News -> Esquire_Network
No.33801	 Depth:2	NBC_News -> Project_Mercury
No.33802	 Depth:2	NBC_News -> AerisWeather
No.33803	 Depth:2	NBC_News -> SiriusXM
No.33804	 Depth:2	NBC_News -> Snapchat
No.33805	 Depth:2	NBC_News -> NBC_Sports_Washington
No.33806	 Depth:2	NBC_News -> Billy_Bush
No.33807	 Depth:2	NBC_News -> Universal_Orlando
No.33808	 Depth:2	NBC_News -> WWSI
No.33809	 Depth:2	NBC_News -> KTLM
No.33810	 Depth:2	NBC_News -> State_funeral_of_John_F._Kennedy
No.33811	 Depth:2	NBC_News -> Sci_Fi_Universal_(Poland)
No.33812	 Depth:2	NBC_News -> Connie_Chung
No.33813	 Depth:2	NBC_News -> Dallas
No.33814	 Depth:2	NBC_News -> Miss_Universe
No.33815	 Depth:2	NBC_News -> WTMO-CD
No.33816	 Depth:2	NBC_News -> San_Diego
No.33817	 Depth:2	NBC_News -> Mike_Boettcher
No.33818	 Depth:2	NBC_News -> Chuck_Todd
No.33819	 Depth:2	NBC_News -> Madelyn_Fernstrom
No.33820	 Depth:2	NBC_News -> White_House_Press_Secretary
No.33821	 Depth:2	NBC_News -> 2014_Winter_Olympics
No.33822	 Depth:2	NBC_News -> Universal_CityWalk
No.33823	 Depth:2	NBC_News -> Lew_Wood
No.33824	 Depth:2	NBC_News -> John_Palmer_(TV_journalist)
No.33825	 Depth:2	NBC_News -> Berlin_Wall
No.33826	 Depth:2	NBC_News -> Anne_Thompson_(journalist)
No.33827	 Depth:2	NBC_News -> Syfy
No.33828	 Depth:2	NBC_News -> John_Seigenthaler,_Jr.
No.33829	 Depth:2	NBC_News -> Beirut
No.33830	 Depth:2	NBC_News -> Roger_Mudd
No.33831	 Depth:2	NBC_News -> Indra_Petersons
No.33832	 Depth:2	NBC_News -> Associated_Press
No.33833	 Depth:2	NBC_News -> CNN_Radio
No.33834	 Depth:2	NBC_News -> Dara_Brown
No.33835	 Depth:2	NBC_News -> IHeartRadio
No.33836	 Depth:2	NBC_News -> KOGO_(AM)
No.33837	 Depth:2	NBC_News -> Stone_Phillips
No.33838	 Depth:2	NBC_News -> Ron_Nessen
No.33839	 Depth:2	NBC_News -> Nancy_Snyderman
No.33840	 Depth:2	NBC_News -> AccuWeather_Network
No.33841	 Depth:2	NBC_News -> Business_channels
No.33842	 Depth:2	NBC_News -> Financial_Times
No.33843	 Depth:2	NBC_News -> Newsworld_International
No.33844	 Depth:2	NBC_News -> Free_Speech_TV
No.33845	 Depth:2	NBC_News -> Comcast
No.33846	 Depth:2	NBC_News -> Syfy_(France)
No.33847	 Depth:2	NBC_News -> KYW-TV
No.33848	 Depth:2	NBC_News -> Roone_Arledge
No.33849	 Depth:2	NBC_News -> Chris_Wallace_(journalist)
No.33850	 Depth:2	NBC_News -> Stamford_Center_for_the_Arts
No.33851	 Depth:2	NBC_News -> Euronews
No.33852	 Depth:2	NBC_News -> Illumination_Entertainment
No.33853	 Depth:2	NBC_News -> Chelsea_Clinton
No.33854	 Depth:2	NBC_News -> Agence_France-Presse
No.33855	 Depth:2	NBC_News -> WRGB
No.33856	 Depth:2	NBC_News -> NBC_Owned_Television_Stations
No.33857	 Depth:2	NBC_News -> Camel_(cigarette)
No.33858	 Depth:2	NBC_News -> Maria_LaRosa
No.33859	 Depth:2	NBC_News -> Knight_Ridder
No.33860	 Depth:2	NBC_News -> ITN
No.33861	 Depth:2	NBC_News -> E!_(European_TV_channel)
No.33862	 Depth:2	NBC_News -> John_Cameron_Swayze
No.33863	 Depth:2	NBC_News -> Working_Title_Films
No.33864	 Depth:2	NBC_News -> Richard_Valeriani
No.33865	 Depth:2	NBC_News -> Universal_Animation_Studios
No.33866	 Depth:2	NBC_News -> ITC_Entertainment
No.33867	 Depth:2	NBC_News -> WCNC-TV
No.33868	 Depth:2	NBC_News -> Alexis_Glick
No.33869	 Depth:2	NBC_News -> Charles_Quinn
No.33870	 Depth:2	NBC_News -> Robert_E._Kintner
No.33871	 Depth:2	NBC_News -> WVIT
No.33872	 Depth:2	NBC_News -> Propaganda_Films
No.33873	 Depth:2	NBC_News -> Megyn_Kelly_Today
No.33874	 Depth:2	NBC_News -> The_Christian_Science_Monitor
No.33875	 Depth:2	NBC_News -> Seven_News
No.33876	 Depth:2	NBC_News -> Frank_Bourgholtzer
No.33877	 Depth:2	NBC_News -> Jessica_Savitch
No.33878	 Depth:2	NBC_News -> The_Guardian
No.33879	 Depth:2	NBC_News -> Baghdad
No.33880	 Depth:2	NBC_News -> CNNfn
No.33881	 Depth:2	NBC_News -> Alex_Witt
No.33882	 Depth:2	NBC_News -> 9TV
No.33883	 Depth:2	NBC_News -> Brian_Ross_(journalist)
No.33884	 Depth:2	NBC_News -> Dateline_NBC
No.33885	 Depth:2	NBC_News -> Carnival_Films
No.33886	 Depth:2	NBC_News -> Nairobi
No.33887	 Depth:2	NBC_News -> Steel_(TV_channel)
No.33888	 Depth:2	NBC_News -> Syfy_(UK_and_Ireland)
No.33889	 Depth:2	NBC_News -> CNBC_Latin_America
No.33890	 Depth:2	NBC_News -> Studio_Universal
No.33891	 Depth:2	NBC_News -> WRTD-CD
No.33892	 Depth:2	NBC_News -> Robert_Kintner
No.33893	 Depth:2	NBC_News -> Los_Angeles_Times
No.33894	 Depth:2	NBC_News -> Syfy_Universal_(Spain)
No.33895	 Depth:2	NBC_News -> Tom_Shales
No.33896	 Depth:2	NBC_News -> Gene_Shalit
No.33897	 Depth:2	NBC_News -> Sunday_Night_with_Megyn_Kelly
No.33898	 Depth:2	NBC_News -> Pulitzer_Prize_for_Public_Service
No.33899	 Depth:2	NBC_News -> Mika_Brzezinski
No.33900	 Depth:2	NBC_News -> Hardball_with_Chris_Matthews
No.33901	 Depth:2	NBC_News -> Australia
No.33902	 Depth:2	NBC_News -> Joe_Garagiola,_Sr.
No.33903	 Depth:2	NBC_News -> Amblin_Partners
No.33904	 Depth:2	NBC_News -> Brad_Willis_(journalist)
No.33905	 Depth:2	NBC_News -> Michelle_Franzen
No.33906	 Depth:2	NBC_News -> CGTN_America
No.33907	 Depth:2	NBC_News -> KULX-CD
No.33908	 Depth:2	NBC_News -> Dave_Garroway
No.33909	 Depth:2	NBC_News -> The_View_(U.S._TV_series)
No.33910	 Depth:2	NBC_News -> Dan_Kloeffler
No.33911	 Depth:2	NBC_News -> Daily_Mail
No.33912	 Depth:2	NBC_News -> The_Dallas_Morning_News
No.33913	 Depth:2	NBC_News -> Melbourne
No.33914	 Depth:2	NBC_News -> All_In_with_Chris_Hayes
No.33915	 Depth:2	NBC_News -> NBCNews.com
No.33916	 Depth:2	NBC_News -> Lisa_Bloom
No.33917	 Depth:2	NBC_News -> Chicago_Tribune
No.33918	 Depth:2	NBC_News -> Terrestrial_television
No.33919	 Depth:2	NBC_News -> Multimedia_Entertainment
No.33920	 Depth:2	NBC_News -> International_Standard_Book_Number
No.33921	 Depth:2	NBC_News -> Flagship_(broadcasting)
No.33922	 Depth:2	NBC_News -> WTVJ
No.33923	 Depth:2	NBC_News -> NBCUniversal
No.33924	 Depth:2	NBC_News -> Jose_Diaz-Balart
No.33925	 Depth:2	NBC_News -> Gerald_Ford
No.33926	 Depth:2	NBC_News -> Breaking_news
No.33927	 Depth:2	NBC_News -> SCORE_(television)
No.33928	 Depth:2	NBC_News -> KNTV
No.33929	 Depth:2	NBC_News -> CBSN
No.33930	 Depth:2	NBC_News -> Chicago
No.33931	 Depth:2	NBC_News -> E!
No.33932	 Depth:2	NBC_News -> UPA_(animation_studio)
No.33933	 Depth:2	NBC_News -> Donald_Trump_sexual_misconduct_allegations
No.33934	 Depth:2	NBC_News -> Amy_Robach
No.33935	 Depth:2	NBC_News -> Style_Network_(Australia)
No.33936	 Depth:2	NBC_News -> NBC_Universo
No.33937	 Depth:2	NBC_News -> Syfy_Universal_(Russia)
No.33938	 Depth:2	NBC_News -> Erin_Burnett
No.33939	 Depth:2	NBC_News -> HLN_(TV_channel)
No.33940	 Depth:2	NBC_News -> Seeso
No.33941	 Depth:2	NBC_News -> NBC
No.33942	 Depth:2	NBC_News -> Gabe_Pressman
No.33943	 Depth:2	NBC_News -> Syfy_(Latin_America)
No.33944	 Depth:2	NBC_News -> Reuters_TV
No.33945	 Depth:2	NBC_News -> Jay_Ward_Productions
No.33946	 Depth:2	NBC_News -> Olympic_Channel_(United_States)
No.33947	 Depth:2	NBC_News -> Jacob_Soboroff
No.33948	 Depth:2	NBC_News -> Craig_Melvin
No.33949	 Depth:2	NBC_News -> Total_Television
No.33950	 Depth:2	NBC_News -> Reuven_Frank
No.33951	 Depth:2	NBC_News -> Republican_National_Convention
No.33952	 Depth:2	NBC_News -> Merrill_Mueller
No.33953	 Depth:2	NBC_News -> ITV_(TV_network)
No.33954	 Depth:2	NBC_News -> Ned_Brooks
No.33955	 Depth:2	NBC_News -> Bashar_al-Assad
No.33956	 Depth:2	NBC_News -> 30_Rockefeller_Plaza
No.33957	 Depth:2	NBC_News -> Newsmax_Media
No.33958	 Depth:2	NBC_News -> The_Rachel_Maddow_Show
No.33959	 Depth:2	NBC_News -> NBCSN
No.33960	 Depth:2	NBC_News -> CNBC_Europe
No.33961	 Depth:2	NBC_News -> Donald_Trump_Access_Hollywood_tape
No.33962	 Depth:2	NBC_News -> Michael_Gartner
No.33963	 Depth:2	NBC_News -> Universal_Cable_Productions
No.33964	 Depth:2	NBC_News -> Vladimir_Putin
No.33965	 Depth:2	NBC_News -> The_New_York_Times
No.33966	 Depth:2	NBC_News -> Giselle_Fernandez
No.33967	 Depth:2	NBC_News -> Robert_Hager
No.33968	 Depth:2	NBC_News -> Universal_Pictures
No.33969	 Depth:2	NBC_News -> Independent_News_Network
No.33970	 Depth:2	NBC_News -> Class_CNBC
No.33971	 Depth:2	NBC_News -> The_Hill_(newspaper)
No.33972	 Depth:2	NBC_News -> Sara_Haines
No.33973	 Depth:2	NBC_News -> WSNS-TV
No.33974	 Depth:2	NBC_News -> Roll_Call
No.33975	 Depth:2	NBC_News -> Talk_TV_(Philippines)
No.33976	 Depth:2	NBC_News -> Diva_(Asia_TV_channel)
No.33977	 Depth:2	NBC_News -> Universal_Channel_(Asia)
No.33978	 Depth:2	NBC_News -> Maria_Shriver
No.33979	 Depth:2	NBC_News -> NBCUniversal_News_Group
No.33980	 Depth:2	NBC_News -> WOR_(AM)
No.33981	 Depth:2	NBC_News -> Carl_Quintanilla
No.33982	 Depth:2	NBC_News -> News_Central
No.33983	 Depth:2	NBC_News -> KNSD
No.33984	 Depth:2	NBC_News -> Fusion_TV
No.33985	 Depth:2	NBC_News -> Deborah_Norville
No.33986	 Depth:2	NBC_News -> Boyd_Matson
No.33987	 Depth:2	NBC_News -> KVEA
No.33988	 Depth:2	NBC_News -> University_of_Chicago_Press
No.33989	 Depth:2	NBC_News -> PBS
No.33990	 Depth:2	NBC_News -> Patricia_Thompson
No.33991	 Depth:2	NBC_News -> WXIA-TV
No.33992	 Depth:2	NBC_News -> Abuja
No.33993	 Depth:2	NBC_News -> Bill_Ryan_(journalist)
No.33994	 Depth:2	NBC_News -> Weekend_(news_program)
No.33995	 Depth:2	NBC_News -> Today_(U.S._TV_program)
No.33996	 Depth:2	NBC_News -> WCAU
No.33997	 Depth:2	NBC_News -> Lindsey_Vonn
No.33998	 Depth:2	NBC_News -> The_Last_Word_with_Lawrence_O%27Donnell
No.33999	 Depth:2	NBC_News -> Megyn_Kelly
No.34000	 Depth:2	NBC_News -> John_MacVane
No.34001	 Depth:2	NBC_News -> KSTS
No.34002	 Depth:2	NBC_News -> CNN
No.34003	 Depth:2	NBC_News -> KUSA-TV
No.34004	 Depth:2	NBC_News -> Golf_Channel
No.34005	 Depth:2	NBC_News -> Hoda_Kotb
No.34006	 Depth:2	NBC_News -> Shabiha
No.34007	 Depth:2	NBC_News -> Real_Life_with_Jane_Pauley
No.34008	 Depth:2	NBC_News -> Singapore
No.34009	 Depth:2	NBC_News -> NBCUniversal_Entertainment_Japan
No.34010	 Depth:2	NBC_News -> EMKA,_Ltd.
No.34011	 Depth:2	NBC_News -> KHRR
No.34012	 Depth:2	NBC_News -> USA_Network
No.34013	 Depth:2	NBC_News -> CBS_Radio
No.34014	 Depth:2	NBC_News -> Seven_Network
No.34015	 Depth:2	NBC_News -> Early_Today
No.34016	 Depth:2	NBC_News -> NBC_Nightside
No.34017	 Depth:2	NBC_News -> Oxygen_(TV_channel)
No.34018	 Depth:2	NBC_News -> Meet_The_Press
No.34019	 Depth:2	NBC_News -> C._J._Chivers
No.34020	 Depth:2	NBC_News -> TouchVision
No.34021	 Depth:2	NBC_News -> Beijing
No.34022	 Depth:2	NBC_News -> All_News_Channel
No.34023	 Depth:2	NBC_News -> CNBC_Arabiya
No.34024	 Depth:2	NBC_News -> Faith_Daniels
No.34025	 Depth:2	NBC_News -> NBC_Sports_California
No.34026	 Depth:2	NBC_News -> Andrea_Mitchell_Reports
No.34027	 Depth:2	NBC_News -> Emmy_Award
No.34028	 Depth:2	NBC_News -> Rachel_Maddow
No.34029	 Depth:2	NBC_News -> Diva_Universal
No.34030	 Depth:2	NBC_News -> Al_Roker
No.34031	 Depth:2	NBC_News -> Vice_News
No.34032	 Depth:2	NBC_News -> DreamWorks_Classics
No.34033	 Depth:2	NBC_News -> Steve_Kornacki
No.34034	 Depth:2	NBC_News -> Steve_Schmidt
No.34035	 Depth:2	NBC_News -> Universal_Studios_Beijing
No.34036	 Depth:2	NBC_News -> CBS_Evening_News
No.34037	 Depth:2	NBC_News -> Keith_Olbermann
No.34038	 Depth:2	NBC_News -> Tamron_Hall
No.34039	 Depth:2	NBC_News -> WRMD-CD
No.34040	 Depth:2	NBC_News -> Soundtrack.net
No.34041	 Depth:2	NBC_News -> Fox_News
No.34042	 Depth:2	NBC_News -> DreamWorks_Animation
No.34043	 Depth:2	NBC_News -> Nanette_Hansen
No.34044	 Depth:2	NBC_News -> Mad_Money
No.34045	 Depth:2	NBC_News -> NPR
No.34046	 Depth:2	NBC_News -> Universal_Studios_Japan
No.34047	 Depth:2	NBC_News -> Peacock_Productions
No.34048	 Depth:2	NBC_News -> Poker_After_Dark
